5.37  2.089e-26  178.65    17.62 
5.37  2.291e-26  193.75    19.59 
5.37  2.512e-26  208.80    21.70 
5.37  2.754e-26  223.96    24.00 
5.37  3.020e-26  240.07    26.47 
5.37  3.311e-26  255.35    29.12 
5.37  3.631e-26  270.10    31.98 
5.37  3.981e-26  284.80    35.09 
5.37  4.365e-26  300.32    38.49 
5.37  4.786e-26  316.39    42.20 
5.37  5.248e-26  333.12    46.27 
5.37  5.754e-26  349.06    50.76 
5.37  6.310e-26  365.66    55.71 
5.37  6.918e-26  383.59    61.00 
5.37  7.586e-26  401.34    65.85 
5.37  8.318e-26  417.40    70.21 
5.37  9.120e-26  433.11    74.87 
5.37  1.000e-25  449.67    79.93 
5.37  1.096e-25  466.49    85.40 
5.37  1.202e-25  482.97    91.43 
5.37  1.318e-25  499.31    97.59 
5.37  1.445e-25  516.60    104.15 
5.37  1.585e-25  534.71    111.17 
5.37  1.738e-25  553.18    117.57 
5.37  1.905e-25  570.76    124.27 
5.37  2.089e-25  588.64    130.29 
5.37  2.291e-25  605.02    136.34 
5.37  2.512e-25  621.07    142.59 
5.37  2.754e-25  635.52    148.80 
5.37  3.020e-25  649.74    155.28 
5.37  3.311e-25  664.38    162.10 
5.37  3.631e-25  679.86    169.49 
5.37  3.981e-25  697.03    176.70 
5.37  4.365e-25  713.95    183.52 
5.37  4.786e-25  730.53    190.62 
5.37  5.248e-25  748.38    197.00 
5.37  5.754e-25  764.75    203.24 
5.37  6.310e-25  780.87    209.83 
5.37  6.918e-25  796.68    216.63 
5.37  7.586e-25  812.22    223.72 
5.37  8.318e-25  827.03    231.15 
5.37  9.120e-25  841.32    238.82 
5.37  1.000e-24  854.80    246.87 
5.37  1.096e-24  868.17    255.21 
5.37  1.202e-24  880.66    263.51 
5.37  1.318e-24  892.78    271.76 
5.37  1.445e-24  903.84    279.91 
5.37  1.585e-24  914.50    288.09 
5.37  1.738e-24  924.86    296.64 
5.37  1.905e-24  935.00    305.03 
5.37  2.089e-24  943.68    313.40 
5.37  2.291e-24  952.95    322.16 
5.37  2.512e-24  961.72    331.29 
5.37  2.754e-24  970.70    340.75 
5.37  3.020e-24  977.64    350.17 
5.37  3.311e-24  983.34    359.71 
5.37  3.631e-24  988.85    369.79 
5.37  3.981e-24  993.26    380.48 
5.37  4.365e-24  997.99    391.58 
5.37  4.786e-24  1002.73    401.67 
5.37  5.248e-24  1007.08    411.77 
5.37  5.754e-24  1011.35    422.20 
5.37  6.310e-24  1015.28    432.96 
5.37  6.918e-24  1019.09    444.20 
5.37  7.586e-24  1022.58    456.29 
5.37  8.318e-24  1025.85    467.23 
5.37  9.120e-24  1029.08    477.45 
5.37  1.000e-23  1032.16    488.27 
5.37  1.096e-23  1035.67    500.33 
5.37  1.202e-23  1039.40    512.75 
5.37  1.318e-23  1042.86    524.93 
5.37  1.445e-23  1045.80    537.42 
5.37  1.585e-23  1048.50    551.03 
5.37  1.738e-23  1050.01    564.44 
5.37  1.905e-23  1050.93    578.85 
5.37  2.089e-23  1052.04    590.82 
5.37  2.291e-23  1053.41    603.92 
5.37  2.512e-23  1055.02    616.53 
5.37  2.754e-23  1056.41    628.19 
5.37  3.020e-23  1057.53    640.16 
5.37  3.311e-23  1058.88    652.27 
5.37  3.631e-23  1059.87    664.76 
5.37  3.981e-23  1060.68    676.93 
5.37  4.365e-23  1061.59    687.28 
5.37  4.786e-23  1062.09    699.31 
5.37  5.248e-23  1062.46    710.59 
5.37  5.754e-23  1062.86    722.01 
5.37  6.310e-23  1063.30    733.69 
5.37  6.918e-23  1063.65    746.43 
5.37  7.586e-23  1063.88    759.22 
5.37  8.318e-23  1064.07    771.30 
5.37  9.120e-23  1064.07    783.09 
5.37  1.000e-22  1064.07    795.10 
5.37  1.096e-22  1064.07    805.47 
5.37  1.202e-22  1064.07    814.80 
5.37  1.318e-22  1064.07    823.32 
5.37  1.445e-22  1064.07    832.20 
5.37  1.585e-22  1064.07    841.52 
5.37  1.738e-22  1064.07    851.22 
5.37  1.905e-22  1064.07    860.57 
5.37  2.089e-22  1064.07    870.02 
5.37  2.291e-22  1064.07    876.66 
5.37  2.512e-22  1064.07    883.62 
5.37  2.754e-22  1064.07    890.48 
5.37  3.020e-22  1064.07    896.45 
5.37  3.311e-22  1064.07    902.23 
5.37  3.631e-22  1064.07    908.11 
5.37  3.981e-22  1064.07    912.73 
5.37  4.365e-22  1064.07    917.38 
5.37  4.786e-22  1064.07    922.31 
5.37  5.248e-22  1064.07    927.72 
5.37  5.754e-22  1064.07    933.28 
5.37  6.310e-22  1064.07    939.08 
5.37  6.918e-22  1064.07    944.99 
5.37  7.586e-22  1064.07    950.88 
5.37  8.318e-22  1064.07    957.73 
5.37  9.120e-22  1064.07    964.33 
5.37  1.000e-21  1064.07    969.78 
5.62  1.000e-29  0.26    0.25 
5.62  1.096e-29  0.26    0.26 
5.62  1.202e-29  0.27    0.27 
5.62  1.318e-29  0.27    0.27 
5.62  1.445e-29  0.27    0.27 
5.62  1.585e-29  0.28    0.27 
5.62  1.738e-29  0.28    0.28 
5.62  1.905e-29  0.28    0.28 
5.62  2.089e-29  0.29    0.29 
5.62  2.291e-29  0.30    0.29 
5.62  2.512e-29  0.30    0.30 
5.62  2.754e-29  0.31    0.31 
5.62  3.020e-29  0.32    0.31 
5.62  3.311e-29  0.33    0.32 
5.62  3.631e-29  0.34    0.33 
5.62  3.981e-29  0.34    0.34 
5.62  4.365e-29  0.36    0.15 
5.62  4.786e-29  0.37    0.03 
5.62  5.248e-29  0.38    -0.09 
5.62  5.754e-29  0.40    -0.20 
5.62  6.310e-29  0.42    -0.31 
5.62  6.918e-29  0.43    -0.43 
5.62  7.586e-29  0.45    -0.53 
5.62  8.318e-29  0.48    -0.63 
5.62  9.120e-29  0.50    -0.73 
5.62  1.000e-28  0.53    -0.83 
5.62  1.096e-28  0.56    -0.93 
5.62  1.202e-28  0.59    -1.02 
5.62  1.318e-28  0.62    -1.10 
5.62  1.445e-28  0.66    -1.18 
5.62  1.585e-28  0.70    -1.26 
5.62  1.738e-28  0.74    -1.33 
